COLLEGE CODE,COLLEGE NAME,BRANCH CODE,BRANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST
1107,"Jaya Institute of Technology, Kanchipadi Post,
Thiruvallur-Tiruttani NH  Road, Thiruvallur District 631204",EE,Electrical and Electronics Engineering,,148.7,,,,,
1110,"Prathyusha Engineering college, Aranvoyalkuppam, Thiruvallur District 602025",EE,Electrical and Electronics Engineering,150.5,,,,,,
1112,"R M D Engineering College, Kavaraipettai, Gummidipoondi, Thiruvallur District 601206",IT,Information Technology,,121.5,,,,,
1113,"R M K Engineering College (Autonomous), Kavaraipettai, Gummidipoondi, Thiruvallur District
601206",ME,Mechanical Engineering,142.5,,,,,,
1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",ME,Mechanical Engineering,120,,,,105,,
1118,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Autonomous), Avadi-Alamathi Road, Chennai 600 062",EC,Electronics and Communication Engineering,131,,,,,,
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",AD,Artificial Intelligence and Data Science,,,,133.5,,,
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",CS,Computer Science and Engineering,160.5,,,,,,
1120,"Velammal Engineering College (Autonomous), Ambattur-Redhills Road, Chennai 600066",ME,Mechanical Engineering,147,,,,,,
1122,"Vel Tech High Tech Dr. Rangarajan Dr.
Sakunthala Engineering College, Avadi-Alamathi Road, Chennai 600 062",CS,Computer Science and Engineering,125.5,,,,,,
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Avadi-Alamathi
Road, Chennai 600 062",EC,Electronics and Communication Engineering,135.5,,,,,,
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Avadi-Alamathi
Road, Chennai 600 062",IT,Information Technology,,134.5,,,,,
1122,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Avadi-Alamathi
Road, Chennai 600 062",ME,Mechanical Engineering,,,,,120,,
1123,"Gojan School of Business and Technology, Alamathi, Chennai 600062",ME,Mechanical Engineering,126.5,,,,,,
1128,"R M K College of Engineering and Technology, Puduvoyal, Gummidipoondi Taluk, Thiruvallur
District 601206",AD,Artificial Intelligence and Data Science,,144,,,,,
1133,"Annai Veilankannis College of Engineering, Gandhi Road, Nedungundram, Chennai 600048",ME,Mechanical Engineering,100.5,,,,,,
1201,"Arignar Anna Institute of Science and Technology, Pennalur, Sriperumpudur Taluk,
Kancheepuram District 602105",EE,Electrical and Electronics Engineering,,,,,114,,
1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",EC,Electronics and Communication Engineering,132,,,,,,
1202,"D M I College of Engineering, Palanchoor, Nazrethpet, Chennai 602103",ME,Mechanical Engineering,,114.5,,,,,
1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",EE,Electrical and Electronics Engineering,163,,,,,,
1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",ME,Mechanical Engineering,183,,,,,,
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai- Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram
District 602117",CS,Computer Science and Engineering,138,,,,,,
1219,"Sri Venkateswara College of Engineering (Autonomous), Post Bag No.1, Chennai- Bengaluru High Road, Pennalur, Irungattukottai S.O., Sriperumbudur Taluk, Kancheepuram
District 602117",ME,Mechanical Engineering,137.5,,,,,,
1221,"Jaya College of Engineering and Technology, Parivakkam, Poonamallee, Chennai 600056",EC,Electronics and Communication Engineering,105.5,,,,,,
1225,"Loyola Institute of Technology, Mevaloorkuppam, B Village, Palanchoor,
Nazarethpet Post, Chennai 600123",EC,Electronics and Communication Engineering,106.5,,,,,,
1225,"Loyola Institute of Technology, Mevaloorkuppam, B Village, Palanchoor,
Nazarethpet Post, Chennai 600123",IT,Information Technology,,,,,106,,
1225,"Loyola Institute of Technology,
Mevaloorkuppam, B Village, Palanchoor, Nazarethpet Post, Chennai 600123",ME,Mechanical Engineering,126,121,,,,,
1226,"P T Lee Chengalvaraya Naicker College of Engineering and Technology, Oovery, Veliyur Post,
Kancheepuram District 631 502",CS,Computer Science and Engineering,105.5,,,,,,
1229,"Indira Institute of Engineering and Technology, VGR Gardens, Pandur, Thiruvallur District 631203",ME,Mechanical Engineering,105,,,,,,
1230,"Apollo Engineering College, Mevaloorkuppam, Valarpuram Post, Sriperumpudur, Kancheepuram District 602105",ME,Mechanical Engineering,119,,,,,,
1233,"Adhi College of Engineering and Technology, Pazhayaseevaram, Madura Sankarapuram Village,
Kancheepuram District 631605",ME,Mechanical Engineering,108,,,,,,
1238,"GRT Institute of Engineering and Technology, GRT Mahalakshmi Nagar, Chennai-Tirupathi Highway, Tiruttani Taluk, Thiruvallur District
631209",CS,Computer Science and Engineering,,127,,,,,
1303,"Anand Institute of Higher Technology, Old
Mahabalipuram Road (OMR), Kazhipattur, Chengalpattu District  603103",IT,Information Technology,,,,133.5,,,
1303,"Anand Institute of Higher Technology, Old Mahabalipuram Road (OMR), Kazhipattur,
Chengalpattu District  603103",ME,Mechanical Engineering,123.5,,,,,,
1304,"Easwari Engineering College (Autonomous), Ramapuram, Chennai 600089",ME,Mechanical Engineering,121,,,,,,
1307,"Jerusalem College of Engineering (Autonomous), Narayanapuram, Pallikaranai, Chennai 600 100",CS,Computer Science and Engineering,123.5,,,,,,
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu
District 603110",CS,Computer Science and Engineering,152.5,,,,,,
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu
District 603110",EC,Electronics and Communication Engineering,101.5,,,,,,
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu
District 603110",IT,Information Technology,143.5,106,,,,,
1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Chengalpattu
District 603110",ME,Mechanical Engineering,160.5,139.5,,,,,
1317,"St. Joseph’s College of Engineering, Old Mahabalipuram Road (OMR), Chennai 600 119",CS,Computer Science and Engineering,134.5,,,,,,
1322,"Dhanalakshmi Srinivasan College of Engineering and Technology, East Coast Road, Poonjeri,
Chennai 603104",EE,Electrical and Electronics Engineering,,,,,120,,
1325,"St. Joseph College of Engineering, Trinity Campus, Nemili, Sriperumpudur Taluk,
Kancheepuram District 602105",EC,Electronics and Communication Engineering,131.5,,,,,,
1325,"St. Joseph College of Engineering, Trinity Campus, Nemili, Sriperumpudur Taluk,
Kancheepuram District 602105",IT,Information Technology,105.5,,,,,,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur,
Chennai 600069",IT,Information Technology,105.5,,,,,,
1399,"Chennai Institute of Technology, Puduper Village, Nandambakkam Post, Kundrathur,
Chennai 600069",MZ,Mechatronics Engineering,125,,,,,,
1402,"Annai Terasa College of Engineering, Thirunavalur, Kallakkurichi District 607204",CS,Computer Science and Engineering,,,,,108,,
1402,"Annai Terasa College of Engineering, Thirunavalur, Kallakkurichi District 607204",EC,Electronics and Communication Engineering,,,,117.5,,,
1402,"Annai Terasa College of Engineering, Thirunavalur, Kallakkurichi District 607204",EE,Electrical and Electronics Engineering,109.5,,,,,,
1402,"Annai Terasa College of Engineering, Thirunavalur, Kallakkurichi District 607204",ME,Mechanical Engineering,116.33,,,,,,
1408,"I F E T College of Engineering  (Autonomous), Gangarampalayam, Villupuram District 605108",EC,Electronics and Communication Engineering,107,,,,,,
1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",CE,Civil Engineering,118.5,,,,,,
1421,"V R S College of Engineering and Technology, Arasur, Villupuram District 607107",ME,Mechanical Engineering,117.5,,,,,,
1422,"SRM Valliammai Engineering College (Autonomous), Kattankulathur, Chennai 603203",EE,Electrical and Electronics Engineering,164,,,,,,
1430,"Maha Bharathi Engineering College, A
Vasudevanur, Chinnasalem, Kallakurichi  District 606201",EC,Electronics and Communication Engineering,,,,,106,,
1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi  District
606201",EE,Electrical and Electronics Engineering,125,,,,,,
1430,"Maha Bharathi Engineering College, A Vasudevanur, Chinnasalem, Kallakurichi  District
606201",ME,Mechanical Engineering,110.5,,,,,,
1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652",CS,Computer Science and Engineering,130,105.5,,,,,
1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652",EE,Electrical and Electronics Engineering,,,,,112,,
1434,"Surya Group of Institutions, GST Road, Vikravandi Village, Villupuram District 605652",ME,Mechanical Engineering,109.5,,,,,,
1437,"Rrase College of Engineering, Padappai, Chennai 601301",CS,Computer Science and Engineering,128,,,,,,
1441,"A K T Memorial College of Engineering and
Technology, Neelamangalam Village, Kallakurichi District 606202",CS,Computer Science and Engineering,,,,110,,,
1441,"A K T Memorial College of Engineering and
Technology, Neelamangalam Village, Kallakurichi District 606202",EE,Electrical and Electronics Engineering,,,,,123,,
1444,"Chendu College of Engineering & Technology, Zamin Endathur Village, Madurantakam Taluk,
Chengalpattu District 603331",ME,Mechanical Engineering,132.5,,,,,,
1450,"Loyola-ICAM College of Engineering and Technology, Loyola College Campus,
Nungambakkam, Chennai 600034",EE,Electrical and Electronics Engineering,,,,87.5,,,
1452,"PERI Institute of Technology, Mannivakkam, West Tambaram, Chennai 600048",ME,Mechanical Engineering,132,,,,,,
1504,"Arunai Engineering College, Mathur, Thiruvannamalai District 606603",EE,Electrical and Electronics Engineering,125.33,,,,,,
1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District 635751",CE,Civil Engineering,128.5,,,,,,
1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District 635751",EC,Electronics and Communication Engineering,120.5,118,,,,,
1510,"Priyadarshini Engineering College, Vaniyambadi Post, Thiruppattur District 635751",ME,Mechanical Engineering,131.5,,,122.5,,,
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",EE,Electrical and Electronics Engineering,,,,,115,,
1516,"Thanthai Periyar Government Institute of Technology, Bagayam, Vellore District 632002",ME,Mechanical Engineering,136.5,,,135.5,,,
1518,"Thiruvalluvar College of Engineering and Technology, Vandavasi, Thiruvannamalai District
604505",ME,Mechanical Engineering,100.5,,,,,,
1521,"Sri Sapthagiri Institute of Technology, Ocheri, Arakonam Taluk, Ranipet District 632531",CS,Computer Science and Engineering,125,,,,,,
1523,"Global Institute of Engineering and Technology, Bangalore-Chennai Highway, Melvisharam, Walajah Taluk, Ranipet District 632506",EC,Electronics and Communication Engineering,124,,,,,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",CE,Civil Engineering,160,155,,126.5,,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",CS,Computer Science and Engineering,195,,,,157,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",EC,Electronics and Communication Engineering,,184,,,,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",EE,Electrical and Electronics Engineering,192,174,,,,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",EI,Electronics and Instrumentation Engineering,,,,,,139.5,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",IB,Industrial Bio-Technology,149,144.5,,136,,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",IT,Information Technology,,,,,143,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",ME,Mechanical Engineering,181.5,167,,180,,,
2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore
District 641013",PR,Production Engineering,,,,,125,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",AS,Automobile Engineering (SS),,166.7,,160,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,Bio Technology (SS),,,,,133,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,Bio- Medical Engineering (SS),,,,126,122,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,Civil Engineering,,,,179,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,Computer Science and Engineering (SS),194,174,,183,180,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,Electronics and Communication Engineering,,187.5,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,Electrical and Electronics Engineering,,,,196,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,Electronics and Communication Engg. (SS),,,,162.5,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,Electrical and Electronics (Sandwich) (SS),159,149.5,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",FY,Fashion Technology (SS),168.5,164,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IM,Information Tech. (SS),189,,161.5,161,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IY,Instrumentation and Control Engineering (SS),166.5,165,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ME,Mechanical Engineering,,,,,143,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MF,Mechanical Engg. (SS),184.5,,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MS,Mechanical Engineering (Sandwich) (SS),179,149,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MT,Metallurgical Engineering,,187.5,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MY,Metallurgical Engg. (SS),,,,124,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PN,Production Engineering (SS),,,,,,104,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PR,Production Engineering,171.67,,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PS,Production Engineering (Sandwich) (SS),,151,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",RA,Robotics and Automation (SS),180.5,161.5,,,,,
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TX,Textile Technology,192,,,,,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post,
Coimbatore District 641014",CE,Civil Engineering,,,,,,119.5,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore
District 641014",CH,Chemical Engineering,,,,150.5,,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore
District 641014",CM,Computer Science and Engineering (SS),,,,155.5,,,
2007,"Coimbatore Institute of Technology
(Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CN,Civil Engineering (SS),141.5,,,120.5,,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore
District 641014",CS,Computer Science and Engineering,,,,194,,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore
District 641014",EE,Electrical and Electronics Engineering,170,161,,,,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore
District 641014",EM,Electronics and Communication Engg. (SS),164,,,,,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post,
Coimbatore District 641014",IM,Information Tech. (SS),178,167.5,,,,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post,
Coimbatore District 641014",ME,Mechanical Engineering,184,166,,,,,
2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post,
Coimbatore District 641014",MF,Mechanical Engg. (SS),165,164.5,,,,,
2302,"Sri Shanmugha College of Engineering and Technology, Morur Bit II Village, Salem District
637302",ME,Mechanical Engineering,171.5,,,,,,
2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408",EE,Electrical and Electronics Engineering,117,,,,,,
2314,"Muthayammal College of Engineering, Kakkaveri Post, Namakkal District 637408",ME,Mechanical Engineering,132.5,,,,,,
2327,"N S N College of Engineering and Technology, Karur-Madurai NH7, Manalmedu, Karur District
639003",EE,Electrical and Electronics Engineering,108.5,,,,,,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",EC,Electronics and Communication Engineering,,,,129,,,
2328,"K S R Institute for Engineering and Technology, Thokkavadi, Namakkal District 637215",ME,Mechanical Engineering,95,,,,,,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",CS,Computer Science and Engineering,131,,,,,,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",IT,Information Technology,,133.5,,,,,
2329,"Rathinam Technical Campus, Pollachi Road, Eachanari, Coimbatore District 641021",ME,Mechanical Engineering,,,,118,,,
2338,"Asian College of Engineering and Technology, Asian
College Road, Kondayampalayam, Near Saravanampatti, Coimbatore District 641110",EE,Electrical and Electronics Engineering,127,,,,,,
2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District 636111",BM,Bio- Medical Engineering,122.5,,,,117,,
2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District 636111",CS,Computer Science and Engineering,,,,131.5,,,
2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District 636111",EC,Electronics and Communication Engineering,,,,124,,,
2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District 636111",EE,Electrical and Electronics Engineering,103.5,,,,,,
2341,"Ganesh College of Engineering, Attur Main Road, Mettupatti, Salem District 636111",ME,Mechanical Engineering,142,108,,,126,,
2342,"Sri Ranganathar Institute of Engineering and Technology, Thudialur-Kovilpalay Road,
Coimbatore District 641110",CE,Civil Engineering,121.5,,,,,,
2342,"Sri Ranganathar Institute of Engineering and
Technology, Thudialur-Kovilpalay Road, Coimbatore District 641110",EE,Electrical and Electronics Engineering,,,,120.5,,,
2342,"Sri Ranganathar Institute of Engineering and Technology, Thudialur-Kovilpalay Road,
Coimbatore District 641110",ME,Mechanical Engineering,117.5,,,,,,
2345,"Dhirajlal Gandhi College of Technology,
Sikkanampatty, (Opp. to Airport), Omalur Taluk, Salem District 636309",CS,Computer Science and Engineering,116.5,,,,,,
2345,"Dhirajlal Gandhi College of Technology,
Sikkanampatty, (Opp. to Airport), Omalur Taluk, Salem District 636309",EC,Electronics and Communication Engineering,121,,,,106,,
2345,"Dhirajlal Gandhi College of Technology, Sikkanampatty, (Opp. to Airport), Omalur Taluk,
Salem District 636309",EE,Electrical and Electronics Engineering,147.5,,,121,,,
2345,"Dhirajlal Gandhi College of Technology, Sikkanampatty, (Opp. to Airport), Omalur Taluk,
Salem District 636309",ME,Mechanical Engineering,133.5,,,133,,,
2346,"Shree Sathyam College of Engineering and Technology, NH-47, Manjakkalpatti, Kuppanur Post, Sankari Taluk, Salem District 637301",CS,Computer Science and Engineering,,,,109,,,
2346,"Shree Sathyam College of Engineering and Technology, NH-47, Manjakkalpatti, Kuppanur Post, Sankari Taluk, Salem District 637301",ME,Mechanical Engineering,134.5,,,,,,
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science,
Chinnagoundapuram, Salem District 636106",CE,Civil Engineering,110,,,,106,,
2347,"AVS College of Technology, Attur Main Road,
Near AVS College of Arts & Science, Chinnagoundapuram, Salem District 636106",CS,Computer Science and Engineering,,,,124.5,,,
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science,
Chinnagoundapuram, Salem District 636106",EC,Electronics and Communication Engineering,,,,,,114.5,
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science,
Chinnagoundapuram, Salem District 636106",EE,Electrical and Electronics Engineering,,117,,,,,
2347,"AVS College of Technology, Attur Main Road, Near AVS College of Arts & Science,
Chinnagoundapuram, Salem District 636106",ME,Mechanical Engineering,182,172,,,,,
2350,"Jairupaa College of Engineering, Thottiapalayam, Kathankanni Post, Kangayam,
Tiruppur District 641 604",CS,Computer Science and Engineering,,,,,112,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",CE,Civil Engineering,138,,,,,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",CS,Computer Science and Engineering,138,134,,127,,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",EC,Electronics and Communication Engineering,120,,,,,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",EE,Electrical and Electronics Engineering,122.5,,,,,,
2357,"V S B College of Engineering Technical Campus, Ealur Pirivu, Solavampalayam Post, Coimbatore
District 642109",ME,Mechanical Engineering,,,,,126,,
2360,"Suguna College of Engineering, Kalappatti Road, Civil Aerodrome Post, Coimbatore District
641014",EE,Electrical and Electronics Engineering,,,,117,,,
2360,"Suguna College of Engineering, Kalappatti Road, Civil Aerodrome Post, Coimbatore District
641014",ME,Mechanical Engineering,,,,130,,,
2367,"Arjun College of Technology, Chettiyakkapalayam, Kinathukadavu,
Coimbatore District 642120",ME,Mechanical Engineering,115.5,,,,,,
2367,"Arjun College of Technology, Chettiyakkapalayam, Kinathukadavu,
Coimbatore District 642120",MZ,Mechatronics Engineering,,,,,108,,
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",CS,Computer Science and Engineering,,,,,151,,
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",EC,Electronics and Communication Engineering,147,,,,,,
2369,"Government College of Engineering, Chettikkarai Post, Dharmapuri District 635704",EE,Electrical and Electronics Engineering,,,,114,,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur,
Coimbatore 641062",CE,Civil Engineering,169.5,,,,,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur,
Coimbatore 641062",CS,Computer Science and Engineering,,152,,,,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur,
Coimbatore 641062",EC,Electronics and Communication Engineering,,,,135.5,,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur,
Coimbatore 641062",EE,Electrical and Electronics Engineering,150,,,,,,
2377,"PSG Institute of Technology and Applied Research, Avinashi Road, Neelambur,
Coimbatore 641062",ME,Mechanical Engineering,,142.5,162.5,,,,
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District
635104",CS,Computer Science and Engineering,,,,130,,,
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District
635104",EC,Electronics and Communication Engineering,130.5,,,,,,
2603,"Government College of Engineering (Autonomous), Bargur, Krishnagiri District
635104",ME,Mechanical Engineering,,,,,134,,
2606,"Jayam College of Engineering and Technology, Nallanur Post, Dharmapuri District 636813",CS,Computer Science and Engineering,118.5,,,,,,
2606,"Jayam College of Engineering and Technology, Nallanur Post, Dharmapuri District 636813",EC,Electronics and Communication Engineering,109,,,,,,
2606,"Jayam College of Engineering and Technology, Nallanur Post, Dharmapuri District 636813",EE,Electrical and Electronics Engineering,,,,112.5,,,
2606,"Jayam College of Engineering and Technology, Nallanur Post, Dharmapuri District 636813",ME,Mechanical Engineering,123.5,,,,,,
2607,"K S Rangasamy College of Technology
(Autonomous), Tiruchengode, Namakkal District 637215",ME,Mechanical Engineering,158.5,141,,147,,,
2607,"K S Rangasamy College of Technology
(Autonomous), Tiruchengode, Namakkal District 637215",TX,Textile Technology,,,,138,,,
2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District
639113",EC,Electronics and Communication Engineering,136.5,130.5,,,,,
2608,"M Kumarasamy College of Engineering (Autonomous), Thalavapalayam, Karur District
639113",EE,Electrical and Electronics Engineering,150.5,126.5,,128.5,,,
2608,"M Kumarasamy College of Engineering
(Autonomous), Thalavapalayam, Karur District 639113",ME,Mechanical Engineering,149,,,,129,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal
District 637503",AD,Artificial Intelligence and Data Science,124.5,,,,,,
2609,"Mahendra Engineering College (Autonomous),
Mahendhirapuri, Mallasamudram, Namakkal District 637503",CE,Civil Engineering,99.5,,,,,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal
District 637503",EE,Electrical and Electronics Engineering,128.5,,,,,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal
District 637503",IT,Information Technology,122,,,,112,,
2609,"Mahendra Engineering College (Autonomous), Mahendhirapuri, Mallasamudram, Namakkal
District 637503",ME,Mechanical Engineering,139,120,,115,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",CH,Chemical Engineering,116.5,,,,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",CS,Computer Science and Engineering,125,120.5,,,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",CY,Cyber Security,,144.5,,,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",EC,Electronics and Communication Engineering,121,,,110.5,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",EE,Electrical and Electronics Engineering,138.5,137.5,,118,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",ME,Mechanical Engineering,147,138.5,,122,,,
2610,"Muthayammal Engineering College (Autonomous), Rasipuram, Namakkal District
637408",MZ,Mechatronics Engineering,112,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH- 7, Pachal Post, Namakkal District 637018",CS,Computer Science and Engineering,138.33,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH- 7, Pachal Post, Namakkal District 637018",EC,Electronics and Communication Engineering,150,135.5,,,,,
2611,"Paavai Engineering College (Autonomous) , NH- 7, Pachal Post, Namakkal District 637018",EE,Electrical and Electronics Engineering,132,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH- 7, Pachal Post, Namakkal District 637018",IT,Information Technology,143,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH- 7, Pachal Post, Namakkal District 637018",MC,Mechatronics,105.5,,,,,,
2611,"Paavai Engineering College (Autonomous) , NH- 7, Pachal Post, Namakkal District 637018",ME,Mechanical Engineering,129,,,,94.5,,
2612,"P G P College of Engineering and Technology, Paramathi Post, Namakkal District 637207",ME,Mechanical Engineering,152,,,,,,
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",CE,Civil Engineering,148,,,,,,
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",CS,Computer Science and Engineering,140.5,,,136.5,,140,
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",EC,Electronics and Communication Engineering,133.5,,,,,,
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",EE,Electrical and Electronics Engineering,147.5,,,,114,,
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",IT,Information Technology,134.5,,,,,,
2613,"K S R College of Engineering (Autonomous), Tiruchengode, Namakkal District 637215",ME,Mechanical Engineering,161,,,147,,,
2614,"S S M College of Engineering, Komarapalayam, Namakkal District 638183",EC,Electronics and Communication Engineering,139,,,,,,
